date,U向分量风/m/s,V向分量风/m/s,2m气温/K,表面气压/Pa,地表温度/K,潜热通量/ W/(m^2),感热通量/ W/(m^2),相对湿度/%,大气边界层高度/m
2024/12/1 18:00,0.7876892,1.1215057,280.56567,101614.19,279.3855,-7899,57209,84.2,52.173233
2024/12/1 19:00,1.1252441,1.0062561,280.28467,101626.94,278.99072,-8519,55782,85.3,48.772003
2024/12/1 20:00,1.4624176,0.86135864,279.61353,101629.81,278.6006,-7645,48781,89.5,45.12227
2024/12/1 21:00,1.7547607,0.71347046,279.24854,101640.25,278.26978,-7433,37437,90.7,41.202972
2024/12/1 22:00,1.8067627,0.6482239,280.27417,101684.44,277.87964,-8407,30338,90.1,39.93875
2024/12/1 23:00,1.0911102,0.75497437,280.24512,101750.375,278.29614,-7918,23485,90.7,38.049576
2024/12/2 0:00,1.0621185,2.050003,281.78198,101792.06,282.87646,-46191,-6548,85.5,48.549698
2024/12/2 1:00,0.8457489,1.1647339,283.83496,101847.81,287.49683,-173153,-109994,79.6,75.10358
2024/12/2 2:00,0.9202423,0.7519989,289.9624,101849.625,291.0747,-341199,-192233,53.8,127.36783
2024/12/2 3:00,1.0800171,0.39100647,291.08032,101883.375,293.38208,-511456,-238514,49.3,247.83218
2024/12/2 4:00,1.2369232,-0.38264465,291.50854,101792.69,294.35107,-629562,-256899,47,473.19385
2024/12/2 5:00,1.5454254,-1.1989288,293.75952,101753.75,294.07178,-657337,-244854,40.5,653.98413
2024/12/2 6:00,1.507431,-1.9870605,293.64893,101733.69,292.96582,-593119,-175835,41.5,705.9204
2024/12/2 7:00,1.0163269,-2.09169,293.3938,101763.31,291.261,-448007,-66730,42.6,533.82495
2024/12/2 8:00,0.3249817,-0.66093445,290.5774,101784,288.552,-216368,33357,55.3,198.43945
2024/12/2 9:00,0.31611633,-0.6121521,288.83423,101820.875,283.5039,-21274,22367,63.8,45.891525
2024/12/2 10:00,0.36035156,-0.6008606,286.33813,101858.31,282.3767,-1415,19755,69.3,27.087158
2024/12/2 11:00,0.51893616,-0.5676727,285.4375,101923.81,281.39355,1239,19721,72.5,21.64357
2024/12/2 12:00,0.20544434,-0.67559814,284.0271,101932.375,280.7307,2816,24987,76.7,22.78247
2024/12/2 13:00,-0.65219116,-1.1681366,283.7329,101988.69,280.5354,4143,42240,78.3,36.465317
2024/12/2 14:00,-1.0289459,-1.4299927,283.43384,102033.94,280.79565,5886,82826,82.2,60.03592
2024/12/2 15:00,-1.370636,-1.7847137,283.96362,102071.75,280.96094,11795,96305,83.7,89.69893
2024/12/2 16:00,-1.5146637,-2.0090485,283.5044,102126.44,280.84277,19676,86642,86.8,116.931595
2024/12/2 17:00,-1.7477417,-2.141861,282.5244,102082.44,280.68433,23308,82864,92.1,141.59306
2024/12/2 18:00,-2.076065,-1.7978668,282.55566,102086.94,280.54297,28853,80258,93.8,155.85533
2024/12/2 19:00,-1.8422546,-1.3913574,282.66992,102086.56,280.24854,16625,70560,94.6,153.15929
2024/12/2 20:00,-1.3311005,-1.5085144,282.71753,102086.625,279.93066,27475,63304,95.5,145.22557
2024/12/2 21:00,-1.3128967,-1.5769348,282.62012,102144.125,279.9978,34720,64274,95.6,157.76291
2024/12/2 22:00,-0.99645996,-1.1624756,282.82056,102216.19,279.28198,35428,61807,93.5,104.62842
2024/12/2 23:00,-1.0313721,-1.5014343,283.26562,102262.19,280.48193,36129,64008,92.3,117.659454
2024/12/3 0:00,-1.510376,-2.8332672,283.84668,102299.94,283.8037,-31474,10332,91,236.74757
2024/12/3 1:00,-2.1708832,-2.658142,284.56372,102300.69,286.8374,-181255,-132140,88.2,370.40967
2024/12/3 2:00,-2.7104187,-2.0903473,287.4619,102359.94,289.6228,-313155,-280837,77.1,554.2483
2024/12/3 3:00,-3.1404114,-1.1102753,288.67163,102349,291.58838,-431386,-421291,69.7,826.9824
2024/12/3 4:00,-2.934372,-1.0962067,289.05103,102270.06,291.3391,-474112,-386639,66.9,980.416
2024/12/3 5:00,-2.7176056,-1.3721466,289.71997,102153.75,290.9441,-470183,-323080,63,1058.5178
2024/12/3 6:00,-2.4868317,-1.4593201,289.7578,102092.81,290.6167,-423358,-237026,62,1089.9312
2024/12/3 7:00,-2.406723,-1.5601501,289.70557,102095.94,289.33008,-283530,-82252,61.4,1066.5481
2024/12/3 8:00,-2.5860138,-1.6862946,288.28345,102113,287.72192,-170040,13780,67.2,777.00684
2024/12/3 9:00,-2.9057465,-1.7173157,287.9795,102194.375,286.1548,-63936,69514,67.1,615.0137
2024/12/3 10:00,-2.650177,-1.9000702,286.03735,102257.875,285.44263,-34569,92513,76.9,505.364
2024/12/3 11:00,-3.2829437,-1.8761444,285.65283,102270.75,284.58496,-42263,67269,77.1,486.4475
2024/12/3 12:00,-3.130005,-2.037384,285.30933,102312.75,284.011,-41233,65611,77.3,439.41284
2024/12/3 13:00,-3.0569763,-2.0508728,285.10156,102350.125,283.60083,-43058,42250,75.9,396.43652
2024/12/3 14:00,-3.1769562,-1.5598297,284.41626,102368.94,283.1145,-38867,55694,77.4,356.71313
2024/12/3 15:00,-2.938614,-1.4148712,283.87427,102343.31,282.3672,-33399,59262,79,337.39648
2024/12/3 16:00,-2.482956,-1.3909454,283.84058,102379.875,282.02246,-31192,42276,79,317.74072
2024/12/3 17:00,-2.1137543,-1.6988983,283.62207,102375.625,282.63574,-30344,27718,79.1,315.27734
2024/12/3 18:00,-2.0348816,-1.6743927,283.7295,102395.875,282.56494,-29251,25643,78.2,310.94653
2024/12/3 19:00,-2.0753937,-1.4903259,284.14722,102343,282.78833,-37478,-13393,75.3,320.88843
2024/12/3 20:00,-2.0080414,-1.2165527,283.56543,102357.875,282.77173,-36252,3085,76.5,330.61743
2024/12/3 21:00,-1.6912842,-1.1427765,283.50537,102326.75,282.32788,-30531,19650,76.7,321.09082
2024/12/3 22:00,-0.97592163,-1.1535645,284.30322,102381.31,282.51074,-30536,13446,75.2,195.85571
2024/12/3 23:00,-1.2050171,-1.6359558,284.33398,102432.625,283.4077,-31251,17472,75.3,255.07074
2024/12/4 0:00,-1.4438171,-1.5671082,284.36816,102413.375,284.136,-62236,-13729,75.3,278.77515
2024/12/4 1:00,-1.9703522,-1.7946014,284.83105,102423.5,285.60083,-171153,-129932,73.8,385.28857
2024/12/4 2:00,-2.4970093,-1.6713104,286.77686,102385.31,286.719,-309651,-307320,65.8,517.0498
2024/12/4 3:00,-2.646515,-1.3007507,287.2898,102331.06,288.011,-421448,-413684,64.3,677.48
2024/12/4 4:00,-2.3533478,-1.3477478,287.7981,102247.125,288.58862,-477286,-436204,61.4,846.14795
2024/12/4 5:00,-2.311966,-1.4134064,287.83057,102148,288.14893,-411661,-284723,59.6,977.8982
2024/12/4 6:00,-2.4227905,-1.3043976,288.06763,102097.625,287.85083,-387508,-237382,58.8,994.0039
2024/12/4 7:00,-2.3922424,-1.0385284,288.10596,102093.81,286.8662,-214578,-84139,57.8,970.70825
2024/12/4 8:00,-2.3105469,-0.78564453,287.36426,102109.375,286.125,-113914,-5253,61.9,895.20703
2024/12/4 9:00,-2.1630554,-0.62831116,286.71826,102174.375,285.15088,-64003,16494,66.2,601.33105
2024/12/4 10:00,-1.5145111,-0.61849976,286.0586,102226.81,285.28613,-44683,19454,70.2,373.1936
2024/12/4 11:00,-2.0092163,-0.708374,285.99,102228.94,285.1045,-43593,22452,69.2,417.53735
2024/12/4 12:00,-1.7971954,-0.9989624,285.60645,102242.75,284.7588,-46250,17590,69.1,407.39062
2024/12/4 13:00,-1.738266,-1.2782745,285.458,102262.69,284.66797,-48114,14963,67.9,423.9878
2024/12/4 14:00,-1.771637,-1.3942719,285.15308,102308.94,284.45093,-48069,10583,67.9,407.65845
2024/12/4 15:00,-1.9602661,-1.6537323,284.87207,102222.31,283.99463,-46357,9500,68.2,390.261
2024/12/4 16:00,-1.6264038,-2.154602,284.86206,102256,283.63892,-45862,1391,67.8,359.3789
2024/12/4 17:00,-1.3378143,-2.7414703,284.32935,102210.125,283.26636,-45611,-6067,70.7,345.61377
2024/12/4 18:00,-1.231842,-3.0023346,283.91577,102226.625,282.6145,-47763,-9984,73.4,342.24707
2024/12/4 19:00,-1.1938477,-2.8403168,283.7317,102203.69,282.0896,-124603,4340,74.1,331.35303
2024/12/4 20:00,-1.2386932,-2.5673218,283.18994,102208.69,281.8767,-127020,15253,76.2,331.58374
2024/12/4 21:00,-1.1844177,-2.4709778,283.19482,102217.625,281.73853,-116317,12777,76.7,351.75317
2024/12/4 22:00,-0.80126953,-2.039978,282.47754,102233.44,281.99194,-113373,12700,85.4,323.5996
2024/12/4 23:00,-0.728302,-2.00589,282.4402,102290.125,281.87476,-110840,12550,85.4,316.84863
2024/12/5 0:00,-0.80667114,-2.1453552,282.46704,102321.375,282.1919,-113891,-1461,86.2,327.77222
2024/12/5 1:00,-0.5001373,-2.4210815,282.4541,102321.25,282.52686,-171540,-25153,84.3,350.29053
2024/12/5 2:00,0.1617279,-2.4766846,282.7627,102369.19,282.9082,-162326,-30782,81.4,372.8457
2024/12/5 3:00,0.41508484,-2.2879639,282.71875,102330.875,283.02246,-168108,-53535,81.6,403.28418
2024/12/5 4:00,0.7900238,-2.3017426,283.15625,102245.94,284.16968,-258292,-153844,79.8,484.24487
2024/12/5 5:00,1.0611267,-2.027298,283.85815,102180.75,285.14502,-281990,-210530,76.2,582.35547
2024/12/5 6:00,1.1634216,-2.0164948,284.27563,102115.69,285.30054,-249117,-189444,74,687.8552
2024/12/5 7:00,1.1223602,-1.692749,284.34863,102107.56,284.96313,-191828,-129033,73.7,716.15845
2024/12/5 8:00,1.1266632,-1.2772369,284.01074,102101.06,284.25317,-105781,-33956,75.2,720.72974
2024/12/5 9:00,1.3174438,-0.32888794,282.75464,102160.31,282.4607,-55225,1069,81.8,199.19368
2024/12/5 10:00,1.5290833,-0.41618347,282.11646,102183.44,281.8601,-18602,8185,85.4,132.27098
2024/12/5 11:00,1.4555359,-0.35783386,281.91455,102247.625,282.34326,-18039,12726,86,111.91254
2024/12/5 12:00,1.170044,-0.16827393,282.08154,102271.56,281.44995,-18747,11450,84.1,70.263626
2024/12/5 13:00,0.8692169,-0.25463867,282.43066,102238.625,281.37793,-16772,8885,81.2,55.9449
2024/12/5 14:00,0.6552582,-0.4709015,281.67407,102233.625,280.9995,-15621,9081,84.6,61.312027
2024/12/5 15:00,0.17401123,-0.80674744,281.97363,102246.69,281.29297,-20478,8286,83.6,87.75989
2024/12/5 16:00,0.22441101,-0.8694916,281.98877,102237.06,281.71655,-22430,11423,82.9,111.88188
2024/12/5 17:00,0.2846222,-0.8565216,282.01123,102232.06,281.14917,-24492,9575,82.9,117.52017
2024/12/5 18:00,0.43003845,-1.030716,282.1543,102267.31,281.50708,-25680,9787,81.5,143.61182
2024/12/5 19:00,0.31825256,-1.5856323,282.15527,102289.56,281.72656,-26338,7016,80.2,194.56773
2024/12/5 20:00,0.18437195,-1.9181671,282.0918,102279.94,281.87646,-30539,12783,79.4,271.02075
2024/12/5 21:00,0.013092041,-1.5757599,281.9568,102310.75,281.6914,-32537,6976,79,282.96924
2024/12/5 22:00,-0.5216522,-0.90104675,282.06006,102298.69,281.6858,-28318,6594,82.7,228.16092
2024/12/5 23:00,-0.8266449,-0.5483551,281.9182,102241.875,281.7527,-26292,482,82.3,198.52751
2024/12/6 0:00,-0.7882385,-0.6747894,282.1516,102310.25,282.75244,-51360,-14247,80,232.92833
2024/12/6 1:00,-0.17881775,-1.2028046,282.47363,102347.94,283.8728,-149697,-112777,77.5,313.36646
2024/12/6 2:00,-0.048431396,-1.4448853,283.68848,102375.875,285.62158,-197560,-156108,71.6,616.59424
2024/12/6 3:00,0.82014465,-1.6828461,284.03345,102309.94,286.15283,-242704,-201421,69.3,905.1162
2024/12/6 4:00,1.9850464,-1.9865112,284.54028,102312.375,287.48096,-390504,-380227,66.3,1056.9719
2024/12/6 5:00,1.978775,-2.2207794,285.73608,102216.375,286.52832,-442060,-393355,59.3,1082.8923
2024/12/6 6:00,1.7146912,-2.4114075,285.86865,102155.5,286.67725,-432867,-334613,58.5,1107.8215
2024/12/6 7:00,1.2561493,-2.5561218,285.56372,102137.81,286.1582,-320762,-217929,59.7,1091.929
2024/12/6 8:00,0.8386841,-2.325821,284.11987,102182.69,284.45703,-214746,-59085,68.4,972.2749
2024/12/6 9:00,0.24057007,-1.2393341,283.02222,102253.125,281.45728,-70822,44358,73.3,296.22046
2024/12/6 10:00,0.19418335,-1.2374268,282.04272,102291.875,281.10254,-35619,46543,76.8,163.02475
2024/12/6 11:00,-0.33642578,-0.99632263,281.46558,102334.69,279.1704,-31919,49968,79.2,96.1754
2024/12/6 12:00,0.070755005,-0.91555786,280.4668,102340.25,278.53394,-26360,42202,83.6,69.08145
2024/12/6 13:00,0.7521515,-0.9547119,280.3164,102404.44,278.29004,-23078,30221,83.3,63.624725
2024/12/6 14:00,0.5718231,-1.1737366,280.1516,102458.125,278.67065,-21143,21600,84.6,74.94418
2024/12/6 15:00,0.28858948,-1.4357605,280.3191,102507,278.63477,-22704,22035,84.1,96.8275
2024/12/6 16:00,-0.1043396,-1.4797974,279.92334,102495.375,278.7224,-20821,26518,84.9,111.422104
2024/12/6 17:00,-0.12539673,-1.2256622,280.70898,102520,278.4707,-25211,24191,81.5,100.02046
2024/12/6 18:00,-0.08830261,-1.0838623,280.469,102520.81,279.3955,-23397,17325,82.6,95.16681
2024/12/6 19:00,-0.43995667,-0.9572449,279.71704,102511.625,278.3098,-20727,2687,85,81.452896
2024/12/6 20:00,0.13615417,-0.65023804,279.25195,102495.44,277.40234,-14113,5101,87.1,49.537643
2024/12/6 21:00,0.7957306,-0.687973,279.1438,102528.31,276.8506,-12616,3015,88.3,47.418137
2024/12/6 22:00,1.3459778,-0.8365021,278.73657,102586.81,277.3103,-11324,6676,91.2,65.784424
2024/12/6 23:00,0.87971497,-1.2608643,278.96118,102573,277.34058,-6784,17877,92,83.39934
2024/12/7 0:00,0.83836365,-2.596283,280.36475,102617.56,281.3545,-36818,-13178,89,142.8217
2024/12/7 1:00,1.179184,-2.6530762,281.63354,102644.69,284.79272,-148754,-159514,84,344.9309
2024/12/7 2:00,1.286789,-3.3282928,284.6482,102676.69,286.9646,-304502,-325081,65.4,680.26074
2024/12/7 3:00,1.1262054,-3.5091095,285.12378,102657.06,288.40186,-434962,-461636,61.9,903.96313
2024/12/7 4:00,1.3401794,-3.8898468,285.3296,102599.44,288.21582,-509258,-537834,60.8,1051.0605
2024/12/7 5:00,1.4511719,-3.7925568,285.55786,102530.5,288.58057,-492864,-476194,57,1162.3777
2024/12/7 6:00,1.6320038,-3.9904938,285.5935,102495.06,287.35693,-453885,-376515,57.1,1183.9463
2024/12/7 7:00,1.6865692,-3.9428406,285.63306,102512.19,285.39478,-276471,-126904,56,1155.6372
2024/12/7 8:00,1.7453613,-2.9133759,284.67554,102577.625,284.36475,-181771,-11024,57.2,1043.7595
2024/12/7 9:00,1.7476654,-2.3448944,284.40698,102654.75,283.1665,-87004,53086,58.5,649.45557
2024/12/7 10:00,2.0679016,-2.1633606,283.7544,102705.94,282.96973,-58035,61889,61.1,423.76904
2024/12/7 11:00,1.1473846,-3.706543,283.8462,102798.25,282.87476,-56634,76782,61.6,730.20166
2024/12/7 12:00,-0.5327301,-4.5108643,283.57178,102855.19,282.30518,-62471,81199,62.7,850.44434
2024/12/7 13:00,-1.3343811,-4.8437653,283.00317,102921.375,281.72827,-74811,60837,64.2,817.07275
2024/12/7 14:00,-1.0196838,-5.1549835,281.87915,103005.875,281.0686,-80542,39439,62.7,749.43066
2024/12/7 15:00,-0.67456055,-5.2296906,281.44995,103041.125,280.64575,-82582,49862,60.4,708.3657
2024/12/7 16:00,-0.29083252,-5.2116394,281.02832,103076.81,279.97144,-85916,56733,57.6,706.4324
2024/12/7 17:00,-0.15834045,-5.058197,279.8816,103086.625,279.2334,-88838,83611,54.2,714.155
2024/12/7 18:00,-0.15774536,-4.889786,279.58154,103084.81,278.75366,-95566,70279,50.2,720.72314
2024/12/7 19:00,-0.17687988,-4.847061,279.33765,103092.56,278.6194,-106735,-16621,47.5,750.9575
2024/12/7 20:00,-0.16914368,-4.7395325,278.31592,103086.44,277.91846,-106342,41175,48,734.2007
2024/12/7 21:00,0.10134888,-4.320572,278.1626,103136,276.86816,-101971,63302,49.1,641.72656
2024/12/7 22:00,0.30981445,-3.0906372,277.5564,103142.75,276.1941,-93416,70093,53.1,438.50024
2024/12/7 23:00,0.5919342,-3.185608,277.50854,103209.5,275.97485,-86135,56002,55.6,389.64648
2024/12/8 0:00,0.714447,-3.5848389,278.22607,103261.5,278.41724,-129091,-34222,57.9,413.8037
2024/12/8 1:00,0.6428528,-3.6140747,278.88086,103234,281.22388,-228623,-233935,58.8,523.46387
2024/12/8 2:00,0.6201172,-3.7937317,281.6455,103264,283.6455,-328487,-449925,49.9,967.61597
2024/12/8 3:00,0.37109375,-3.5954895,282.2141,103168.69,285.31323,-415329,-610817,50.3,1133.9749
2024/12/8 4:00,0.3289795,-3.8142395,282.3628,103089.94,285.96997,-466810,-680123,51.1,1279.3325
2024/12/8 5:00,0.3202057,-3.7739563,283.11377,103004.625,285.69263,-477242,-644096,46.8,1382.5117
2024/12/8 6:00,0.29785156,-3.689148,283.23804,102926.125,285.03345,-440159,-508345,44.3,1396.7354
2024/12/8 7:00,0.1668396,-3.396347,283.15967,102912.81,283.31885,-342968,-285473,43.4,1363.1987
2024/12/8 8:00,0.13948059,-2.8596344,281.71655,102910.81,281.44238,-229295,-95433,47,1214.3411
2024/12/8 9:00,0.5050812,-1.351532,280.98022,102947,278.66724,-94933,31829,49.7,373.74512
2024/12/8 10:00,0.8831787,-1.1868134,279.09644,102940.125,278.22998,-53224,39544,57.4,181.04178
2024/12/8 11:00,0.70877075,-1.3285675,278.90674,103019.875,277.906,-50658,40987,59.2,163.11436
2024/12/8 12:00,0.009246826,-1.2955627,278.8181,102938.25,276.5896,-47256,36076,60.5,147.74794
2024/12/8 13:00,-0.6832428,-1.3490753,277.7893,102936.375,276.50903,-40152,31831,66.2,158.23201
2024/12/8 14:00,-0.9693451,-1.2478943,276.9546,102962.69,275.60474,-38550,31756,73.7,139.39052
2024/12/8 15:00,-1.6442719,-1.1113586,276.63574,102963.875,275.53955,-38645,34568,76.3,135.87193
2024/12/8 16:00,-1.6786652,-1.116333,276.6577,102964.5,275.15796,-38165,33488,77,127.724594
2024/12/8 17:00,-1.8319397,-0.9960785,276.2998,102936.5,275.0813,-38801,37447,79.6,118.86893
2024/12/8 18:00,-1.8504028,-0.9318695,276.1228,102910.625,275.01172,-39607,36054,79.3,108.96121
2024/12/8 19:00,-1.569931,-0.9324341,276.22217,102876.625,275.4746,-34227,12056,77.8,112.25685
2024/12/8 20:00,-1.5827179,-0.9040375,275.38623,102849.19,275.46948,-36826,18687,79.7,114.92314
2024/12/8 21:00,-1.6063995,-1.0108032,275.6975,102843.69,274.83325,-33872,23527,77.8,112.74721
2024/12/8 22:00,-1.5039062,-1.0798492,276.6936,102837.94,274.8916,-36019,36434,79.3,111.00691
2024/12/8 23:00,-1.7856293,-1.0671844,276.72974,102813.875,275.3994,-39543,35551,76.8,121.13667
2024/12/9 0:00,-2.0511932,-1.0856781,277.6797,102841.31,278.73315,-74615,-25197,72.5,156.79971
2024/12/9 1:00,-2.071518,-1.0018005,278.46338,102821.56,281.50708,-157220,-145219,64.2,256.65283
2024/12/9 2:00,-2.0641632,-0.92189026,281.34937,102794.625,284.312,-243629,-225062,51.3,481.08398
2024/12/9 3:00,-1.8617249,-0.6781311,281.7859,102729,285.844,-335724,-321530,48.2,674.60767
2024/12/9 4:00,-1.6779327,0.16714478,282.1687,102588.06,287.2246,-409890,-407589,48.4,792.88745
2024/12/9 5:00,-1.341217,0.6273651,283.3479,102495,287.70947,-387091,-345376,45.8,878.06274
2024/12/9 6:00,-1.6328888,0.54499817,283.6272,102407.19,286.58276,-376568,-308780,46.2,915.6802
2024/12/9 7:00,-1.8842316,0.45115662,283.61987,102384.06,285.52148,-301025,-208242,46,932.09375
2024/12/9 8:00,-1.8992767,0.4543152,282.9756,102382.19,282.98584,-191579,-57291,51.3,858.8535
2024/12/9 9:00,-2.1850739,0.39123535,280.86597,102386.94,280.00073,-63437,31252,60.5,252.1385
2024/12/9 10:00,-1.7875366,0.43244934,281.45923,102447.31,279.12793,-36294,32380,67.4,120.03592
2024/12/9 11:00,-1.8923645,0.21028137,281.71875,102406.875,280.30566,-35607,33465,67.5,137.9617
2024/12/9 12:00,-1.7665558,-0.17016602,282.19165,102408.875,280.82764,-36757,32022,65.5,162.72238
2024/12/9 13:00,-1.673523,-0.5738373,282.23877,102428.25,280.9038,-39225,30549,65.4,184.13185
2024/12/9 14:00,-1.8289948,-0.5562439,281.86475,102406.375,280.71533,-39774,32592,69.9,201.99811
2024/12/9 15:00,-1.7393188,-0.51200867,281.73584,102414.75,280.37158,-39435,34514,70.1,192.21982
2024/12/9 16:00,-1.6054688,-0.9109497,281.7312,102429.5,280.21777,-40150,28122,70.5,172.83223
2024/12/9 17:00,-1.6914062,-0.9834595,281.4944,102377.25,280.3086,-40293,24819,74.3,184.94215
2024/12/9 18:00,-1.4984436,-1.4245605,281.43506,102427.81,280.1609,-42204,22565,75.5,176.03484
2024/12/9 19:00,-1.7822113,-1.5222473,281.38184,102373.31,279.78906,-88594,24356,77.4,181.75354
2024/12/9 20:00,-1.7439728,-1.6871033,281.1643,102356.81,279.72778,-87789,29835,79.5,182.11905
2024/12/9 21:00,-1.8573914,-1.7703552,281.25293,102333.375,279.7473,-90016,24817,79.5,190.89442
2024/12/9 22:00,-1.916153,-1.5623627,281.01172,102336.56,279.85034,-87043,24590,83.6,199.84325
2024/12/9 23:00,-1.844696,-1.7604675,281.1228,102387.94,279.84937,-88942,23161,83.7,216.62941
2024/12/10 0:00,-2.2552643,-1.7556915,281.0586,102417.75,280.26074,-99497,17677,84.4,250.92334
2024/12/10 1:00,-2.3429718,-1.8996887,280.8042,102414.375,281.27637,-108074,7867,86.2,298.19507
2024/12/10 2:00,-2.1690826,-1.8171997,282.13354,102396.19,282.2417,-155710,-27441,80.9,332.96753
2024/12/10 3:00,-2.3929596,-1.8092194,282.10376,102362.81,282.7583,-153982,-30471,81.1,383.9143
2024/12/10 4:00,-2.4081116,-1.6642151,282.30176,102232.625,282.75317,-137587,-31856,80.8,417.66675
2024/12/10 5:00,-1.9553833,-1.6545868,282.40405,102186,282.5249,-151079,-46197,83.3,409.13672
2024/12/10 6:00,-1.8677521,-1.7711792,282.26465,102108.94,282.14453,-103236,-5615,85.8,385.86157
2024/12/10 7:00,-2.055008,-2.053238,282.23315,102128.31,282.1831,-123984,20294,86.5,388.85742
2024/12/10 8:00,-2.5597687,-1.8673553,281.82202,102069.875,281.7063,-107334,42660,92.3,380.92285
2024/12/10 9:00,-2.6429749,-1.84375,281.97656,102103.69,281.55444,-92211,49651,91.5,377.70312
2024/12/10 10:00,-2.487854,-2.2057037,281.87964,102106.625,281.31055,-80271,47613,93.3,408.1504
2024/12/10 11:00,-1.4763184,-2.2538147,281.95312,102240.06,281.37183,-75039,45888,93.1,362.12256
2024/12/10 12:00,-1.4265442,-2.4652252,281.97314,102236.875,281.3252,-73178,45116,93,349.75
2024/12/10 13:00,-1.5274048,-2.628952,281.97754,102187.25,281.26245,-73972,45237,92.2,358.40234
2024/12/10 14:00,-1.5518036,-2.5593872,281.70898,102210.625,281.23926,-74138,43993,95,357.68164
2024/12/10 15:00,-1.7448425,-2.7037659,281.60742,102198.25,281.21826,-74604,40807,95.4,371.1494
2024/12/10 16:00,-1.2004547,-3.476883,281.57202,102217.56,281.14062,-79212,40921,95.2,383.0122
2024/12/10 17:00,-0.6390991,-4.025711,281.24243,102248.31,280.94653,-89179,44493,95,417.05078
2024/12/10 18:00,-0.43115234,-4.212845,281.0979,102232.69,280.75024,-101967,49617,94.7,450.87476
2024/12/10 19:00,-0.49476624,-4.072357,281.05493,102234.875,280.63574,-99496,38029,94.5,473.46362
2024/12/10 20:00,-0.49545288,-4.33757,280.80957,102218.19,280.48706,-101939,39604,93.8,536.0293
2024/12/10 21:00,-0.3985443,-4.9188232,280.5791,102264.25,280.19727,-115428,47246,93.4,630.5171
2024/12/10 22:00,0.29730225,-4.815506,280.4568,102373.25,280.11353,-133178,51860,92.1,651.6282
2024/12/10 23:00,0.44612122,-4.715149,280.17554,102438.75,279.802,-140740,45423,92,640.07324
2024/12/11 0:00,0.32473755,-4.7690277,280.05786,102486,279.72754,-145185,33669,92.2,627.40454
2024/12/11 1:00,0.31687927,-4.7661743,280.15137,102520.94,279.82495,-145877,22796,93.4,637.23145
2024/12/11 2:00,0.6786499,-4.763977,280.47412,102527.56,280.03442,-157100,-6116,92.4,668.45386
2024/12/11 3:00,1.1247406,-4.4587555,280.65894,102563.375,280.37842,-230372,-32575,91.4,657.73267
2024/12/11 4:00,1.2000122,-3.8034363,280.52295,102474.875,280.35767,-203486,-10983,95.1,650.4424
2024/12/11 5:00,1.4664764,-3.759842,280.4087,102409.69,280.4441,-164435,-9638,95,607.7722
2024/12/11 6:00,1.4102325,-4.1161194,280.5354,102419.44,280.521,-184973,-19529,94.3,593.8872
2024/12/11 7:00,1.4886017,-4.0965576,280.57056,102405.125,280.66016,-198336,-16600,94.5,661.41895
2024/12/11 8:00,1.6182861,-3.5394745,280.48486,102497.81,280.3269,-143635,-2327,90.8,712.7434
2024/12/11 9:00,1.3681335,-2.7183533,280.79004,102544.5,280.00586,-107955,22885,85.7,615.2278
2024/12/11 10:00,1.8560333,-2.0490112,280.53003,102609.75,279.92407,-86404,24081,85.6,442.78223
2024/12/11 11:00,2.1088867,-1.8197937,280.4812,102669.375,279.39258,-76881,39703,83.2,399.35425
2024/12/11 12:00,2.3582,-1.7580719,280.32715,102714.94,279.09692,-63672,53685,81.5,357.60352
2024/12/11 13:00,2.4455109,-2.012619,279.40186,102696.875,278.47925,-34902,79426,84.4,346.55933
2024/12/11 14:00,2.3686218,-2.241745,279.18896,102736.125,277.39355,-33990,91320,82.9,337.60107
2024/12/11 15:00,2.2093353,-2.483017,278.7871,102758.94,277.02954,-39481,97248,81.9,341.4026
2024/12/11 16:00,2.0422363,-2.5569153,278.64966,102746.5,276.6499,-45178,98469,80.1,321.2124
2024/12/11 17:00,1.9093323,-2.760025,278.01953,102762.56,276.3921,-47850,94780,80.2,308.56934
2024/12/11 18:00,1.6989594,-2.750061,277.8452,102762.56,276.13745,-44680,86159,82.1,291.79688
2024/12/11 19:00,1.5687408,-2.8106995,277.594,102769.75,275.99414,-52965,72397,85,278.11377
2024/12/11 20:00,1.3632355,-2.6494446,277.4536,102745.06,275.70923,-44464,69027,87.1,248.1533
2024/12/11 21:00,1.1064453,-2.3157043,277.46094,102691.94,275.52612,-32438,57980,89.7,202.94589
2024/12/11 22:00,2.059372,-1.5686798,277.37695,102757.94,276.02368,-21059,44132,90.7,153.3237
2024/12/11 23:00,1.7360687,-1.7496185,277.2605,102698.75,276.2295,-13856,32075,92.7,149.53151
2024/12/12 0:00,1.8299713,-2.3679504,278.20776,102780.125,278.7517,-44619,-14971,92,195.88263
2024/12/12 1:00,1.4981079,-2.6793976,279.55322,102766.31,281.09473,-128041,-114953,89.4,279.07666
2024/12/12 2:00,0.70028687,-3.586731,282.87817,102792.25,282.5315,-245461,-242031,73.7,490.28198
2024/12/12 3:00,0.27944946,-3.444168,283.65454,102747.81,283.15894,-332611,-305798,63.6,671.0576
2024/12/12 4:00,-0.00592041,-3.4081268,283.61523,102699.5,283.09106,-351310,-256842,60.4,768.15405
2024/12/12 5:00,-0.76651,-3.5290985,283.8125,102575.5,284.16064,-358820,-235319,58,943.0342
